TF-Motif	ES	NES	P-value	FDR
HO_PLAG1_HUMAN.H10MO.S.bed	0.0715706353971	2.23678580721	0.0188030025084	0.0211822928083
HO_HNF6_HUMAN.H10MO.C.bed	-0.0418277982403	-2.20488231966	0.0181613984997	0.0212435336465
HO_GATA6_HUMAN.H10MO.S.bed	-0.0367762923144	-2.43919163914	0.00992177842733	0.022006435889
HO_RARB_HUMAN.H10MO.D.bed	0.029279124578	2.43290028548	0.00879628537347	0.0220250739234
HO_HXC10_HUMAN.H10MO.D.bed	-0.0280814873119	-2.31658847494	0.0135945216688	0.0231142928108
HO_NRF1_HUMAN.H10MO.A.bed	0.0663591930902	2.37975731395	0.0118949547524	0.0244380320393
HO_SNAI2_HUMAN.H10MO.C.bed	0.0270355632148	2.13208338135	0.0207044346795	0.0262802824348
HO_ONEC2_HUMAN.H10MO.D.bed	-0.0312513092604	-2.36863949579	0.0108918974717	0.0265464117086
HO_SOX10_HUMAN.H10MO.D.bed	-0.0308946344817	-2.62697085164	0.0066849655163	0.0266152974904
HO_MYF6_HUMAN.H10MO.C.bed	0.0249107516148	2.05724920843	0.0229460218745	0.0266940109284
HO_ZFX_HUMAN.H10MO.C.bed	0.0422897298044	2.2008537387	0.0161222362617	0.0268424764773
HO_IKZF1_HUMAN.H10MO.C.bed	0.0272090783092	2.16423446529	0.0203819835573	0.0286509900444
HO_HES7_HUMAN.H10MO.D.bed	0.0819502135282	2.51137103572	0.00675537565371	0.0288679719602
HO_THA_HUMAN.H10MO.S.bed	0.0330547204612	2.4311519106	0.0115523044061	0.0311135593458
HO_TBX1_HUMAN.H10MO.D.bed	0.0436727627953	2.49460886002	0.0104414011327	0.0312754118039
HO_NKX21_HUMAN.H10MO.D.bed	-0.0627683538804	-2.16391505399	0.0194876459895	0.0320296950751
HO_PAX2_HUMAN.H10MO.S.bed	0.0284746148662	1.95621159201	0.0310858742384	0.0321907033713
HO_REST_HUMAN.H10MO.A.bed	-0.0820243442105	-1.98502316529	0.0314663852014	0.0380565149322
HO_ID4_HUMAN.H10MO.D.bed	0.0326026389435	2.31217679592	0.0142318106794	0.041466321116
HO_EGR2_HUMAN.H10MO.C.bed	0.0478514926155	2.34363262756	0.011518792975	0.0424341741204
HO_SOX15_HUMAN.H10MO.D.bed	-0.0309822866978	-2.52290194611	0.00743104057815	0.042912585681
HO_FOXO3_HUMAN.H10MO.B.bed	-0.0295429990901	-1.87162775967	0.030531834183	0.0435877632768
HO_EGR1_HUMAN.H10MO.S.bed	0.0616573816951	2.30262912077	0.0162719668187	0.0451529468865
HO_HTF4_HUMAN.H10MO.B.bed	0.0314924787581	2.06615670408	0.0256368035151	0.0464214436531
HO_TBX5_HUMAN.H10MO.D.bed	0.0283867595085	2.03448863925	0.0242561584746	0.0474030414092
HO_ATF2_HUMAN.H10MO.B.bed	0.0788263034032	1.74349802958	0.0453228404024	0.0477043361214
HO_NFIL3_HUMAN.H10MO.C.bed	-0.0660146110126	-1.78855583915	0.0411234485743	0.0479275100656
HO_NR1I3_HUMAN.H10MO.S.bed	-0.0260334455793	-1.91855642115	0.0350521880331	0.0509488719484
HO_TAL1_HUMAN.H10MO.A.bed	-0.0526818536868	-1.79995517245	0.0455937647341	0.0520028526594
HO_KAISO_HUMAN.H10MO.A.bed	0.0928341394225	1.72890253073	0.0492260056174	0.0522415059615
HO_ESX1_HUMAN.H10MO.D.bed	0.0409352185141	1.90017198887	0.0310937973114	0.0546058193879
HO_TWST1_HUMAN.H10MO.D.bed	0.0465443289502	1.95781591408	0.0294111128916	0.0580077641955
HO_GLI1_HUMAN.H10MO.C.bed	-0.0719088909646	-1.84402068327	0.0346148625429	0.0583898076052
HO_KLF16_HUMAN.H10MO.D.bed	0.0257258218154	1.98436045706	0.0290488680359	0.0631197437661
HO_SNAI1_HUMAN.H10MO.C.bed	0.0402880523539	2.4136522586	0.0111254152227	0.0660313996088
HO_MITF_HUMAN.H10MO.C.bed	-0.0472710972788	-1.76863358189	0.0468635028657	0.0676565435516
HO_GATA5_HUMAN.H10MO.D.bed	-0.0385161291248	-1.64293438968	0.05674642869	0.0683730465983
HO_ZN350_HUMAN.H10MO.C.bed	0.0682002308696	1.61745783352	0.0622400631219	0.0684320419573
HO_ZBT7B_HUMAN.H10MO.D.bed	0.076071117721	1.87391846279	0.0357463935523	0.0716044945845
HO_RFX5_HUMAN.H10MO.A.bed	0.0415614048356	1.58168007699	0.0641780464554	0.0729399428687
HO_PRRX2_HUMAN.H10MO.C.bed	-0.0272451202886	-2.28209081056	0.0137706926303	0.0729505287273
HO_FOXF2_HUMAN.H10MO.D.bed	-0.0336841435717	-1.51200150233	0.069881836559	0.0736747651881
HO_GABPA_HUMAN.H10MO.A.bed	0.0506101624311	1.59748583449	0.0532957322641	0.0742664443071
HO_TFDP1_HUMAN.H10MO.S.bed	0.0921192977903	1.54191909606	0.0727769502627	0.0747596556385
HO_NR1I2_HUMAN.H10MO.S.bed	-0.02931249762	-1.86933339937	0.0425549843603	0.0755616204293
HO_E2F1_HUMAN.H10MO.A.bed	0.061714401578	1.49565870618	0.0771285156104	0.0793569478431
HO_TGIF1_HUMAN.H10MO.S.bed	0.0243142999523	1.816887905	0.0393132987621	0.0797462800839
HO_HBP1_HUMAN.H10MO.D.bed	-0.0443590776825	-1.66051633842	0.0570873255178	0.081137418308
HO_ZBT7A_HUMAN.H10MO.D.bed	-0.0406660413901	-1.5553755469	0.0644213462012	0.0816088595157
HO_ZN219_HUMAN.H10MO.D.bed	0.0347945799836	1.9766838919	0.0282693241712	0.0819938316458
HO_INSM1_HUMAN.H10MO.C.bed	0.0692702141354	1.54056069033	0.0697633486151	0.0828116786338
HO_ETV2_HUMAN.H10MO.D.bed	-0.0226917875562	-1.76912730301	0.0508649195278	0.0829628840136
HO_FOXC2_HUMAN.H10MO.D.bed	-0.0357319680137	-1.70017434135	0.0550034528197	0.0833503859513
HO_HXD4_HUMAN.H10MO.D.bed	-0.0216975282619	-1.48545266164	0.0721275354745	0.0853021222125
HO_SP1_HUMAN.H10MO.C.bed	0.0204316663791	1.59172783646	0.0596941460555	0.0859863991497
HO_GATA2_HUMAN.H10MO.A.bed	-0.050582360467	-2.01027382916	0.0246022191114	0.0866484750021
HO_NF2L1_HUMAN.H10MO.C.bed	-0.0265342191304	-2.26964027762	0.0158905596633	0.0870585362748
HO_FOSB_HUMAN.H10MO.C.bed	0.0299837068874	1.45303872274	0.0849479589909	0.0889732707732
HO_CREM_HUMAN.H10MO.C.bed	0.0816775483086	1.81497769514	0.0454982221573	0.0891876464919
HO_EVI1_HUMAN.H10MO.B.bed	-0.0688141313085	-1.92247542514	0.0337617981895	0.0894269117335
HO_IRF1_HUMAN.H10MO.A.bed	-0.0316276439661	-1.50941465543	0.0727451895075	0.0912517934918
HO_FOXD3_HUMAN.H10MO.D.bed	-0.0263583788958	-2.03041777968	0.0257962040462	0.0913556176442
HO_BPTF_HUMAN.H10MO.D.bed	-0.0227144943532	-1.69139713979	0.0520823558661	0.0917164563466
HO_TBX2_HUMAN.H10MO.D.bed	0.0276494219953	1.6589211952	0.0565242120586	0.0926650126076
HO_SMRC1_HUMAN.H10MO.D.bed	0.0313437856114	1.61678106025	0.0660759660991	0.0937050758175
HO_HXD12_HUMAN.H10MO.D.bed	-0.0241917024907	-1.7853894288	0.0411172208458	0.0941290662934
HO_FOXO1_HUMAN.H10MO.C.bed	-0.0191487838443	-1.63127859559	0.0528421453743	0.0943504601252
HO_NFYA_HUMAN.H10MO.A.bed	0.0351647111058	1.46136027782	0.0778253467108	0.095021042365
HO_FOXJ3_HUMAN.H10MO.S.bed	0.0275975494383	1.95298198176	0.0311953779039	0.0966001798858
HO_NFYB_HUMAN.H10MO.A.bed	0.0353643457651	1.44467274974	0.0842005049987	0.0986700616164
HO_ETS2_HUMAN.H10MO.C.bed	0.0374586454533	1.59920499292	0.0644935833027	0.0993759300409
HO_TLX1_HUMAN.H10MO.D.bed	0.0373667782111	1.39084158363	0.0928859227332	0.0997317863853
HO_SUH_HUMAN.H10MO.C.bed	-0.0301985562586	-1.3928828331	0.0946790320504	0.0999823056743
HO_NFAC4_HUMAN.H10MO.C.bed	-0.0249610553974	-1.44102631736	0.0811421221276	0.100798643961
HO_PRGR_HUMAN.H10MO.S.bed	-0.0178775246946	-1.4990712564	0.0783590128353	0.103137838249
HO_GCR_HUMAN.H10MO.S.bed	-0.0178775246946	-1.50732956132	0.0781115835598	0.105188077861
HO_ISL1_HUMAN.H10MO.D.bed	-0.0354562232573	-2.53847277111	0.00790851136917	0.105611578909
HO_CXXC1_HUMAN.H10MO.D.bed	0.0283121290423	1.60185846653	0.0664618097168	0.106239451443
HO_SOX7_HUMAN.H10MO.D.bed	0.0951240433038	1.5284999286	0.0705101159506	0.106596661142
HO_TEAD4_HUMAN.H10MO.A.bed	0.0261838957725	1.30564950339	0.102705559881	0.106700589763
HO_RUNX3_HUMAN.H10MO.C.bed	-0.0273270538178	-1.33461299135	0.104000339901	0.109106739569
HO_PAX6_HUMAN.H10MO.D.bed	-0.0909610439797	-1.31191569608	0.104891339481	0.110949420144
HO_GLIS1_HUMAN.H10MO.D.bed	-0.113128992301	-1.50930435011	0.0719070621652	0.111334364367
HO_TBX21_HUMAN.H10MO.D.bed	0.0666194979335	1.63335223135	0.059072022084	0.112693946892
HO_TBX15_HUMAN.H10MO.D.bed	0.023069611576	1.731561028	0.0489449929452	0.114086329011
HO_FOXD1_HUMAN.H10MO.D.bed	-0.0344950259784	-1.27304855833	0.110332505057	0.114438730974
HO_ETV5_HUMAN.H10MO.D.bed	-0.0352884211244	-1.27112802082	0.103103743879	0.115541083613
HO_HXC8_HUMAN.H10MO.D.bed	-0.0425318832693	-1.26121523622	0.114777643977	0.115679983946
HO_ESR1_HUMAN.H10MO.S.bed	0.0546012957605	1.34290517405	0.1020975589	0.11770599866
HO_ARI3A_HUMAN.H10MO.D.bed	-0.0156287813221	-1.19104889369	0.116142554184	0.118358310384
HO_ATF6A_HUMAN.H10MO.B.bed	0.0925121130369	1.49562074998	0.0773004651252	0.118823976367
HO_TFEB_HUMAN.H10MO.C.bed	0.0497143638945	1.29717888624	0.110518181678	0.119665801446
HO_NFYC_HUMAN.H10MO.B.bed	0.0537900404068	1.85691413988	0.0376944336741	0.121417748669
HO_ELF2_HUMAN.H10MO.C.bed	0.035832760218	1.73593081012	0.0489352914423	0.122052614064
HO_ETV7_HUMAN.H10MO.D.bed	0.0553040167247	1.63367901801	0.0563527992054	0.12328376891
HO_HXA9_HUMAN.H10MO.D.bed	-0.0480298611066	-1.20775460347	0.122383764756	0.123735005061
HO_NR4A2_HUMAN.H10MO.C.bed	-0.0331216397687	-1.31364907844	0.112733303311	0.123736382573
HO_SCRT1_HUMAN.H10MO.D.bed	-0.065554406474	-1.35825497883	0.0949311048803	0.12393246075
HO_E4F1_HUMAN.H10MO.D.bed	0.100436933314	1.40011314993	0.0986280142659	0.124449915639
HO_PO3F3_HUMAN.H10MO.D.bed	-0.0166123026268	-1.24188537156	0.110576767402	0.125450810451
HO_PO6F2_HUMAN.H10MO.D.bed	0.0371225487737	1.44669757978	0.0795075020092	0.126149279178
HO_SRF_HUMAN.H10MO.A.bed	0.0270616273894	1.59471504599	0.0705371015973	0.126650650207
HO_RXRG_HUMAN.H10MO.B.bed	0.0666474583667	1.3099039351	0.100712834799	0.127331217172
HO_TGIF1_HUMAN.H10MO.D.bed	-0.0462659044728	-1.52562258034	0.0749153767909	0.128397744714
HO_FUBP1_HUMAN.H10MO.D.bed	-0.0167721152507	-1.35230312509	0.105098789116	0.129058091616
HO_FLI1_HUMAN.H10MO.A.bed	0.0353101426838	1.41551405274	0.0942329735624	0.12934333202
HO_GFI1B_HUMAN.H10MO.C.bed	-0.0330296792847	-1.16983954602	0.128270019422	0.129482019605
HO_PRRX1_HUMAN.H10MO.D.bed	-0.0179937651869	-1.51158459154	0.0676855853531	0.129511821526
HO_NFAC2_HUMAN.H10MO.B.bed	-0.0209603673623	-1.32528204182	0.089236810225	0.130001807623
HO_ATF3_HUMAN.H10MO.A.bed	0.0535943438538	1.34486744053	0.0994300256059	0.130336700232
HO_MYBA_HUMAN.H10MO.D.bed	0.201325423607	1.85928014888	0.0341943404944	0.130467692005
HO_RORG_HUMAN.H10MO.C.bed	0.053379453596	1.47023617562	0.0832381172145	0.132396111996
HO_EHF_HUMAN.H10MO.C.bed	0.0167766031345	1.2681210739	0.118222136329	0.132948051556
HO_ISL2_HUMAN.H10MO.D.bed	0.0334390463441	1.41085256398	0.0858175080166	0.133193759416
HO_ZIC1_HUMAN.H10MO.B.bed	0.0232962377167	1.22819220167	0.117071515913	0.13376620624
HO_PPARD_HUMAN.H10MO.D.bed	-0.0459308761524	-1.25062778131	0.123771147248	0.133789722405
HO_MEOX2_HUMAN.H10MO.D.bed	-0.0248733517103	-1.29801517282	0.112072878672	0.13427797239
HO_HXB1_HUMAN.H10MO.D.bed	0.0578827704247	1.58259807986	0.0593200481401	0.135317262839
HO_NANOG_HUMAN.H10MO.S.bed	-0.0229733882928	-1.21096142522	0.116765638062	0.13559198188
HO_HEY2_HUMAN.H10MO.D.bed	0.0399294589569	1.38078275576	0.0875230080344	0.136501820316
HO_ZN148_HUMAN.H10MO.D.bed	0.0193422085698	1.46412377311	0.0805427054536	0.136581677767
HO_GATA3_HUMAN.H10MO.C.bed	-0.0282062699157	-1.53339462179	0.0691835731846	0.137296193224
HO_KLF12_HUMAN.H10MO.D.bed	0.0289147403239	1.17912400846	0.133913859001	0.137342053792
HO_RARA_HUMAN.H10MO.C.bed	0.068058058361	1.61806292995	0.0607695933778	0.138132302678
HO_E2F2_HUMAN.H10MO.B.bed	0.129471757086	1.24999893659	0.107402605795	0.139362490516
HO_JUN_HUMAN.H10MO.A.bed	-0.0333898712397	-1.48702371507	0.0673660305258	0.139746361058
HO_NR2E1_HUMAN.H10MO.D.bed	-0.0529001518297	-1.23944367671	0.130176756782	0.140005538754
HO_OLIG1_HUMAN.H10MO.D.bed	-0.064609619407	-1.55443247147	0.0671494446874	0.1411239149
HO_NKX61_HUMAN.H10MO.D.bed	0.0275514293097	1.48236189131	0.0783398829666	0.141453140793
HO_CREB1_HUMAN.H10MO.A.bed	0.0803928691216	1.70066680437	0.0561784138073	0.141773083663
HO_GBX1_HUMAN.H10MO.D.bed	0.0203819700309	1.19462388218	0.125754444171	0.141916547031
HO_FOXG1_HUMAN.H10MO.D.bed	-0.0139796390534	-1.16606468906	0.133585246454	0.142476111443
HO_HNF4G_HUMAN.H10MO.C.bed	0.0396867797462	1.19860102555	0.128102310637	0.142558300553
HO_PO4F3_HUMAN.H10MO.D.bed	-0.03240417083	-1.1311045899	0.13712508379	0.143155014185
HO_MNT_HUMAN.H10MO.D.bed	0.0142797777415	1.12744666905	0.133565165141	0.145604202135
HO_TEF_HUMAN.H10MO.D.bed	-0.0376129137104	-1.44513967308	0.0855195623308	0.146181438544
HO_MSX1_HUMAN.H10MO.D.bed	-0.0345395287652	-1.20894943481	0.125359693925	0.147712433467
HO_PBX3_HUMAN.H10MO.B.bed	-0.0283821188477	-1.2566996472	0.131400325898	0.14881202986
HO_MBD2_HUMAN.H10MO.B.bed	0.0474896843909	1.61622359022	0.0587503301289	0.150035703636
HO_PO3F1_HUMAN.H10MO.C.bed	-0.0299609958318	-1.20370510228	0.121155901357	0.15138583386
HO_PO2F2_HUMAN.H10MO.D.bed	-0.0304912734776	-1.2084653634	0.115969898424	0.151707561
HO_SPDEF_HUMAN.H10MO.D.bed	-0.0416508326474	-1.31927234468	0.106832008237	0.152176260622
HO_PRDM4_HUMAN.H10MO.D.bed	0.08645273583	1.18475296094	0.128675262838	0.152459969462
HO_NR5A2_HUMAN.H10MO.C.bed	-0.0238748645988	-1.32348000479	0.103734749282	0.153921236782
HO_RFX4_HUMAN.H10MO.D.bed	-0.0511004494642	-1.20973746132	0.135540888033	0.154319199341
HO_MUSC_HUMAN.H10MO.D.bed	-0.20609998488	-1.16968826043	0.142242517833	0.155327860189
HO_MYCN_HUMAN.H10MO.B.bed	-0.0232160719027	-1.16145014862	0.125838333297	0.155418827829
HO_SOX3_HUMAN.H10MO.D.bed	-0.0309093275986	-1.10097726059	0.145561650255	0.155508363023
HO_HIC2_HUMAN.H10MO.D.bed	0.0308595254442	1.21761882042	0.120146270287	0.155583352028
HO_NFIA_HUMAN.H10MO.C.bed	-0.0568794296653	-1.51061557344	0.0708807250525	0.156132456215
HO_PLAG1_HUMAN.H10MO.D.bed	0.0247014841967	1.18415568242	0.115101002501	0.156978175752
HO_MNX1_HUMAN.H10MO.D.bed	-0.0162709453183	-1.06156956765	0.14971948765	0.157328182924
HO_RFX1_HUMAN.H10MO.C.bed	0.0459897399405	1.21122314047	0.110479289524	0.158427795491
HO_ZN713_HUMAN.H10MO.D.bed	0.0193335643166	1.34968913536	0.100521828615	0.158705645671
HO_HXA13_HUMAN.H10MO.C.bed	0.0291565219157	1.16081396825	0.148353285456	0.159020829394
HO_GLI2_HUMAN.H10MO.B.bed	0.0499334646305	1.04906323792	0.144422255568	0.159611492791
HO_RARG_HUMAN.H10MO.S.bed	0.0259017861014	2.13753709429	0.0212006060331	0.161780815086
HO_FOS_HUMAN.H10MO.A.bed	0.0222626930588	1.03991761357	0.158693035214	0.161978082121
HO_PURA_HUMAN.H10MO.D.bed	0.0176325840076	1.2116488733	0.141914541641	0.162441466414
HO_IRX2_HUMAN.H10MO.D.bed	0.039747840655	1.37764147335	0.0863218459349	0.163705039184
HO_ZN784_HUMAN.H10MO.D.bed	-0.0454099550426	-1.23157744396	0.128601920374	0.165529781044
HO_NANOG_HUMAN.H10MO.A.bed	-0.0303594978909	-1.2179065555	0.112316064805	0.167429296605
HO_AP2B_HUMAN.H10MO.B.bed	0.0517174036706	2.49170376476	0.00962590169047	0.171394527322
HO_SP1_HUMAN.H10MO.S.bed	0.0237149040688	1.71073601243	0.0472099737241	0.172923389469
HO_EVX1_HUMAN.H10MO.D.bed	0.0204234651551	1.24857654968	0.118219671144	0.173010979916
HO_NR2C2_HUMAN.H10MO.A.bed	-0.0343194233362	-1.18793105995	0.135002070263	0.173419493063
HO_PPARA_HUMAN.H10MO.S.bed	0.0143656855721	1.18661873879	0.134162736023	0.174793320713
HO_HMBX1_HUMAN.H10MO.D.bed	-0.0337453849065	-1.02501698992	0.162567460405	0.175430542289
HO_E2F7_HUMAN.H10MO.D.bed	0.091338236181	1.25793417786	0.116153138972	0.176431663699
HO_PKNX2_HUMAN.H10MO.D.bed	-0.028831143676	-1.08527031636	0.151111559298	0.177403863571
HO_HXB7_HUMAN.H10MO.C.bed	0.0326227459311	1.23613573949	0.12020221601	0.177533687701
HO_PBX1_HUMAN.H10MO.B.bed	0.0393510613521	1.23203372563	0.12561310621	0.177743931745
HO_MEOX1_HUMAN.H10MO.D.bed	-0.0324146456295	-0.946072376434	0.177634299699	0.178190275598
HO_IRF2_HUMAN.H10MO.C.bed	-0.0271089471884	-1.05355645327	0.14932669309	0.17824657406
HO_TBX4_HUMAN.H10MO.D.bed	0.0470345391598	1.24481699895	0.120507949156	0.180059662958
HO_ZN384_HUMAN.H10MO.C.bed	0.0224099192839	0.88106686243	0.179315500103	0.181869043618
HO_GATA1_HUMAN.H10MO.S.bed	-0.040544631054	-2.06708341553	0.0280637400571	0.183559769149
HO_VDR_HUMAN.H10MO.B.bed	-0.0297855631464	-1.06627279833	0.138196813921	0.184935611114
HO_FOXP2_HUMAN.H10MO.A.bed	0.019663728834	1.09151815879	0.14390553846	0.185600503326
HO_PO6F1_HUMAN.H10MO.D.bed	0.0411915069218	1.10546232283	0.141137096084	0.186149955946
HO_MAFG_HUMAN.H10MO.S.bed	-0.0247870344692	-1.83413453195	0.041427220227	0.187005972997
HO_NFAC1_HUMAN.H10MO.S.bed	0.0492892012337	1.42820470736	0.0884882194774	0.188441689983
HO_NKX31_HUMAN.H10MO.C.bed	0.0240169795613	1.21710698553	0.120419269293	0.189188116708
HO_NR6A1_HUMAN.H10MO.B.bed	-0.041966751794	-1.12487368383	0.130875143523	0.191970176197
HO_HSF2_HUMAN.H10MO.A.bed	-0.0293769820749	-0.925493858311	0.174421385856	0.192433921401
HO_RFX2_HUMAN.H10MO.C.bed	0.061984535404	1.56196202762	0.0644683526902	0.194010394716
HO_FOXJ3_HUMAN.H10MO.A.bed	-0.0121425482291	-0.948036673965	0.183284163152	0.19515805412
HO_MAFK_HUMAN.H10MO.A.bed	-0.0589273839372	-1.1817709724	0.128560364857	0.19620760446
HO_MAFK_HUMAN.H10MO.S.bed	-0.0324809832513	-1.06683691696	0.161466202352	0.196767748494
HO_STAT2_HUMAN.H10MO.B.bed	0.0181908937031	0.981232415578	0.164266848891	0.197181741833
HO_NFE2_HUMAN.H10MO.B.bed	-0.0295676624481	-0.885991309165	0.193255676684	0.197886403761
HO_FOXF1_HUMAN.H10MO.D.bed	-0.0267121895343	-1.92977925088	0.0315209656963	0.198087637366
HO_LEF1_HUMAN.H10MO.C.bed	-0.0123379111955	-0.968662241865	0.158971626992	0.199805515494
HO_ERR1_HUMAN.H10MO.D.bed	0.0237516019974	1.03159850034	0.156125410494	0.200152776253
HO_GSX2_HUMAN.H10MO.D.bed	-0.0184897512136	-0.918955908609	0.168521642277	0.200412565306
HO_CTCF_HUMAN.H10MO.A.bed	-0.0237563592711	-1.05253178199	0.147325902743	0.200500857024
HO_NR2F6_HUMAN.H10MO.D.bed	0.025014705947	0.914727199084	0.195329902047	0.20129657108
HO_AHR_HUMAN.H10MO.B.bed	-0.0630584158791	-1.28503357499	0.108674760876	0.201330987635
HO_NFAT5_HUMAN.H10MO.D.bed	0.033755208172	1.10788262177	0.144642669138	0.201995535768
HO_HEY1_HUMAN.H10MO.D.bed	0.0490414943448	1.36509650275	0.0897532346437	0.203292662214
HO_MEIS1_HUMAN.H10MO.C.bed	0.0345469971951	0.895536581973	0.192516019381	0.203971518055
HO_FOXK1_HUMAN.H10MO.D.bed	0.0550245824626	1.34645100596	0.103148107048	0.20406770561
HO_SPIB_HUMAN.H10MO.B.bed	-0.0150740988303	-0.88031043351	0.199875338059	0.206312547014
HO_NKX25_HUMAN.H10MO.C.bed	0.0169422047644	1.42492251423	0.0799418699544	0.207460480327
HO_ANDR_HUMAN.H10MO.A.bed	-0.0310406062822	-0.998909759177	0.169656305474	0.209134022709
HO_KLF14_HUMAN.H10MO.D.bed	0.034338786736	1.33789534743	0.0934185315712	0.210109749955
HO_GATA4_HUMAN.H10MO.B.bed	-0.0204222258447	-1.08086272393	0.149406418346	0.210482448703
