TF-Motif	ES	NES	P-value	FDR
HO_ARI3A_HUMAN.H10MO.S.bed	-0.0267080275706	-3.19858071374	0.00125870961296	0.00202721824599
HO_IKZF1_HUMAN.H10MO.C.bed	0.0272898377828	3.08786041643	0.0016000947404	0.00224925598376
HO_NR1I2_HUMAN.H10MO.S.bed	-0.0327254654202	-3.15080511085	0.00131458207732	0.00233420252509
HO_FOXA3_HUMAN.H10MO.C.bed	-0.0267972717344	-3.16493605581	0.00120748146226	0.00243394848211
HO_BPTF_HUMAN.H10MO.D.bed	-0.0275009372489	-3.08817777795	0.00142127072787	0.00250284213342
HO_P63_HUMAN.H10MO.S.bed	0.0780383002808	3.27087692931	0.000807226873016	0.00257429067464
HO_ETV6_HUMAN.H10MO.D.bed	-0.113690071906	-3.42785981047	0.000559913219535	0.00269852912573
HO_TYY1_HUMAN.H10MO.A.bed	-0.0579506216673	-2.9584415328	0.00190827474616	0.00274261011724
HO_P73_HUMAN.H10MO.S.bed	0.0617866637432	3.43459985461	0.000489070937758	0.00287609606517
HO_FOXO3_HUMAN.H10MO.B.bed	-0.0305921382808	-2.9546239452	0.00205768580462	0.0029375870841
HO_AP2C_HUMAN.H10MO.A.bed	0.0544732970143	3.52244738297	0.000357611543393	0.00301617104362
HO_THA_HUMAN.H10MO.S.bed	0.0266692404945	3.10330443932	0.00121972942639	0.00328506958956
HO_RARA_HUMAN.H10MO.S.bed	0.0300778811216	3.84459771663	0.000151757521868	0.00335436453509
HO_THAP1_HUMAN.H10MO.D.bed	-0.0510235282405	-2.79097590629	0.00350455073083	0.00364678087412
HO_KLF16_HUMAN.H10MO.D.bed	-0.0285754066803	-3.09266097084	0.00170945985584	0.00371445344948
HO_MESP1_HUMAN.H10MO.D.bed	0.0306708198663	3.12693483725	0.00119851599642	0.00389973986653
HO_RXRB_HUMAN.H10MO.C.bed	0.0243999281945	2.88002514854	0.00266476306565	0.00411593524116
HO_NKX25_HUMAN.H10MO.C.bed	0.0235324626349	2.99116880918	0.00165806078937	0.00430290269631
HO_ZN148_HUMAN.H10MO.D.bed	-0.0276848188742	-2.91105014499	0.00256355573973	0.00434719372795
HO_SNAI1_HUMAN.H10MO.C.bed	0.0375625443523	3.29039582092	0.000825538327061	0.00489972284858
HO_IRF5_HUMAN.H10MO.D.bed	-0.030291340539	-3.18141947208	0.00107890119348	0.00508511518396
HO_TAL1_HUMAN.H10MO.A.bed	-0.0575793759963	-2.69033354121	0.004809222662	0.0054852521821
HO_ELK4_HUMAN.H10MO.A.bed	-0.103356839767	-2.93227595148	0.00188832301124	0.00576388119145
HO_E2F6_HUMAN.H10MO.C.bed	-0.0409334919134	-2.61416163973	0.00623298441634	0.00623298441634
HO_ETV2_HUMAN.H10MO.D.bed	-0.0226705083119	-2.76489471237	0.00415395836956	0.00677528578852
HO_AP2A_HUMAN.H10MO.C.bed	0.0446901055042	2.77624304938	0.00432427269748	0.00692964699771
HO_ZFX_HUMAN.H10MO.C.bed	0.0393500623757	2.68961050672	0.00502917261476	0.00837324583393
HO_NF2L1_HUMAN.H10MO.C.bed	-0.0245131372912	-3.0608435479	0.00173666817713	0.00951456667983
HO_MECP2_HUMAN.H10MO.C.bed	0.0284641203294	2.49012288121	0.0082652386132	0.0105748861299
HO_NR1I3_HUMAN.H10MO.S.bed	-0.0227016741106	-2.55822644584	0.00739303200005	0.0107458809797
HO_GABP1_HUMAN.H10MO.C.bed	-0.0963190978202	-3.14020323454	0.00148973511092	0.0111037233268
HO_ZEB1_HUMAN.H10MO.B.bed	0.0296523005909	2.81237872252	0.00329190562527	0.0128665335719
HO_GATA6_HUMAN.H10MO.S.bed	-0.0264142442215	-2.57919806579	0.00608341156754	0.0134929647571
HO_KAISO_HUMAN.H10MO.A.bed	-0.0964950556255	-2.33638927655	0.0132512402134	0.0140629883722
HO_TWST1_HUMAN.H10MO.D.bed	0.041251870057	2.54873414001	0.00714096157853	0.0140841734518
HO_FOXC2_HUMAN.H10MO.D.bed	-0.0347301112734	-2.44521595625	0.00999919490852	0.015152444294
HO_SOX15_HUMAN.H10MO.D.bed	-0.0236488279745	-2.85957163739	0.00273044904266	0.0157677282553
HO_KLF4_HUMAN.H10MO.A.bed	-0.0296042247047	-2.78095640857	0.00401314816142	0.0157817666961
HO_GLI1_HUMAN.H10MO.C.bed	-0.0743583380666	-2.45028969123	0.00952713379437	0.0160707704268
HO_PAX2_HUMAN.H10MO.S.bed	0.0226035224808	2.23905163979	0.0156066126904	0.0161612903627
HO_KLF13_HUMAN.H10MO.D.bed	-0.0372371998717	-2.8081615716	0.00331481153548	0.0164712728236
HO_WT1_HUMAN.H10MO.D.bed	-0.0352859967837	-2.60512794322	0.00593292705932	0.0173653253197
HO_KLF3_HUMAN.H10MO.D.bed	0.0521285805558	2.42507011083	0.00898313687475	0.0180507546605
HO_FOXD3_HUMAN.H10MO.D.bed	-0.0230782103755	-2.69409433509	0.00514729937118	0.0182288336847
HO_RARB_HUMAN.H10MO.D.bed	0.0200244726969	2.46687874662	0.00740859320504	0.0185504228298
HO_EGR1_HUMAN.H10MO.A.bed	-0.0209337055227	-2.11466084222	0.0175933700898	0.0187020733459
HO_TGIF1_HUMAN.H10MO.S.bed	0.0224665149029	2.41022123141	0.00935385956967	0.0189741265322
HO_IRX2_HUMAN.H10MO.D.bed	0.0450319039348	2.39274873962	0.0103738758288	0.0196735337463
HO_EGR2_HUMAN.H10MO.C.bed	-0.0426681988049	-2.66770245472	0.00546526180162	0.0201335219244
HO_PRRX2_HUMAN.H10MO.C.bed	-0.0226184557647	-2.78244854072	0.00384413820599	0.0203644015706
HO_FOXF1_HUMAN.H10MO.D.bed	-0.025871415401	-2.83000348615	0.00324975229327	0.020422462941
HO_ELF1_HUMAN.H10MO.A.bed	-0.051227334906	-2.56149824504	0.00674410206461	0.021087655724
HO_OLIG1_HUMAN.H10MO.D.bed	-0.0665000854498	-2.4555603084	0.0102003281393	0.0214374109418
HO_NFIL3_HUMAN.H10MO.C.bed	-0.0503217138091	-2.18852464721	0.0186713543008	0.0217606147397
HO_EGR1_HUMAN.H10MO.S.bed	-0.055264842183	-2.47869582758	0.00839394329109	0.0232922841973
HO_ELF2_HUMAN.H10MO.C.bed	-0.0358638412603	-2.39082720826	0.0097750833358	0.0243806553239
HO_RARA_HUMAN.H10MO.C.bed	0.0660640106602	2.39230327009	0.0109921652408	0.0249857373027
HO_HES5_HUMAN.H10MO.D.bed	0.0439682817552	2.27809585431	0.0146911175242	0.0257295255
HO_SPI1_HUMAN.H10MO.A.bed	-0.0372062764914	-2.56445097105	0.00673577377556	0.0260098252418
HO_ZN713_HUMAN.H10MO.D.bed	0.0208275306847	2.17821388618	0.0175803629549	0.0277561888032
HO_SPIB_HUMAN.H10MO.B.bed	-0.0237760138976	-2.03999435175	0.0272794287985	0.028157993333
HO_MYCN_HUMAN.H10MO.B.bed	0.0289481292817	2.08563166799	0.0228002613444	0.0281598603502
HO_MYOG_HUMAN.H10MO.D.bed	0.0403740916169	2.07923128064	0.0211346296033	0.0305808071686
HO_ZN350_HUMAN.H10MO.C.bed	0.0571460863098	1.89411509825	0.0282973144222	0.0311124846392
HO_ATF1_HUMAN.H10MO.B.bed	-0.0816553673675	-2.39642349878	0.00999281657632	0.0313989971834
HO_ETV1_HUMAN.H10MO.B.bed	0.0349179544415	2.18163291735	0.0169975969368	0.0313990191253
HO_FOXD1_HUMAN.H10MO.D.bed	-0.0355580252547	-1.99284736392	0.0309725943374	0.0321252960684
HO_NFYA_HUMAN.H10MO.A.bed	-0.0368024848256	-2.02595945219	0.0264597189633	0.0323060568675
HO_MCR_HUMAN.H10MO.D.bed	-0.0396831379904	-2.18832878908	0.0164763238451	0.0344017054876
HO_ZIC3_HUMAN.H10MO.C.bed	-0.0546708569915	-2.19029382742	0.017912794348	0.0349000035778
HO_FOXO1_HUMAN.H10MO.C.bed	-0.0170076979041	-2.1337132936	0.0195549094914	0.0349155904847
HO_SMAD1_HUMAN.H10MO.D.bed	0.0326222668463	1.89967881459	0.035320919289	0.0353761082254
HO_SOX10_HUMAN.H10MO.D.bed	-0.0193814974972	-2.44669251988	0.00914243828809	0.0363993971594
HO_TEF_HUMAN.H10MO.D.bed	-0.036870459431	-2.10935241493	0.0214185025815	0.0366113604126
HO_ZKSC1_HUMAN.H10MO.C.bed	0.0330973180762	2.03428357619	0.0274138493464	0.0368391560399
HO_KLF1_HUMAN.H10MO.C.bed	0.0325352112764	2.27088800796	0.015652023666	0.0370219452764
HO_ESR1_HUMAN.H10MO.S.bed	0.0532531059633	1.86311711228	0.0322829964314	0.0372183466053
HO_KLF14_HUMAN.H10MO.D.bed	-0.0461156719999	-2.22440934797	0.0172965575979	0.0389020821764
HO_NDF1_HUMAN.H10MO.C.bed	0.037229710929	1.97073446334	0.0268221263867	0.0391639704189
HO_E2F1_HUMAN.H10MO.A.bed	-0.0572389565565	-1.79406527818	0.0407737212062	0.0419517741463
HO_ERR1_HUMAN.H10MO.D.bed	0.0313801902132	1.89524395268	0.0328525617408	0.0421169841517
HO_ERG_HUMAN.H10MO.B.bed	-0.112673147666	-2.44867613701	0.0100329727177	0.0423101020527
HO_CLOCK_HUMAN.H10MO.D.bed	-0.0243379253361	-2.12393207833	0.0225833245551	0.042451352023
HO_ETS2_HUMAN.H10MO.C.bed	0.0333544782295	2.01483564959	0.0279828318203	0.0431177769153
HO_PPARD_HUMAN.H10MO.D.bed	0.04483304196	1.80425486064	0.0411604708887	0.0444921784817
HO_PBX2_HUMAN.H10MO.C.bed	-0.0457567907829	-2.61773371688	0.00604601429554	0.0455940607463
HO_NKX21_HUMAN.H10MO.D.bed	-0.0403914204331	-1.93707765897	0.0280524445295	0.0461067101113
HO_RREB1_HUMAN.H10MO.D.bed	0.0240924472391	1.7659449719	0.0417367397456	0.0465273916121
HO_STF1_HUMAN.H10MO.B.bed	0.0228488058654	1.81180955124	0.0430326226629	0.0476406064368
HO_COE1_HUMAN.H10MO.A.bed	0.0360541749739	2.00737857866	0.0241301501627	0.0480354852618
HO_PROX1_HUMAN.H10MO.D.bed	0.0303121588764	2.10318066614	0.0222760537887	0.0492377602709
HO_TYY2_HUMAN.H10MO.D.bed	-0.0840986810281	-2.69132858358	0.00501291390568	0.0494350432852
HO_SOX7_HUMAN.H10MO.D.bed	0.0756610610119	1.91632244597	0.0330851060344	0.0500178136039
HO_SOX8_HUMAN.H10MO.D.bed	0.0492036510049	2.03405901271	0.0263165638915	0.0508099923327
HO_ATF2_HUMAN.H10MO.B.bed	-0.0638798278823	-1.68444651921	0.048589743553	0.0511428992077
HO_PAX5_HUMAN.H10MO.A.bed	0.0154790251724	1.6978626479	0.0478240544992	0.0531286290017
HO_FOXG1_HUMAN.H10MO.D.bed	0.0136112397069	1.71445633525	0.0500878964775	0.0534215335142
HO_NKX31_HUMAN.H10MO.C.bed	0.0241128359543	1.89604081752	0.0346134894765	0.054380506751
HO_ATF3_HUMAN.H10MO.A.bed	-0.0544560007534	-1.79704987738	0.042194561249	0.0553102530892
HO_HXC10_HUMAN.H10MO.D.bed	-0.0147024349894	-1.89263332787	0.0327055909943	0.0556081799134
HO_NFIC_HUMAN.H10MO.A.bed	0.038148630978	2.13828719691	0.018786424879	0.0557504553123
HO_E4F1_HUMAN.H10MO.D.bed	-0.110578479958	-1.77537603824	0.0451806197751	0.0570094040862
HO_NFIA_HUMAN.H10MO.S.bed	0.016898993985	2.02180243308	0.0269097292503	0.0586705321409
HO_SRBP1_HUMAN.H10MO.B.bed	0.0301483888063	1.79917766635	0.0425091431542	0.0589791358481
HO_HES7_HUMAN.H10MO.D.bed	0.0455659725766	2.29531726379	0.0139976180274	0.0598164877039
HO_REST_HUMAN.H10MO.A.bed	-0.0536801281546	-1.71939687569	0.0496700490847	0.0600726442704
HO_TEAD4_HUMAN.H10MO.A.bed	0.0219008864144	1.59868830662	0.0604541541096	0.0628056933294
HO_SCRT1_HUMAN.H10MO.D.bed	-0.0581607201489	-1.70437854131	0.048292772954	0.0630461659135
HO_MNX1_HUMAN.H10MO.D.bed	-0.0154347483479	-1.57164316869	0.0616497118034	0.0647827299442
HO_SOX3_HUMAN.H10MO.D.bed	-0.0303620630206	-1.64470184997	0.06236400124	0.0666255413248
HO_FOXF2_HUMAN.H10MO.D.bed	-0.0233358310688	-1.58886078364	0.0632270282707	0.0666587584235
HO_NR5A2_HUMAN.H10MO.C.bed	0.0208162420863	1.73107787468	0.0463846600277	0.0688253867541
HO_BATF_HUMAN.H10MO.S.bed	-0.0231596491545	-1.49061485618	0.0651820144718	0.0714216603016
HO_PAX6_HUMAN.H10MO.D.bed	0.0759248176431	1.56790148947	0.0692788790074	0.0732801343956
HO_FOXJ3_HUMAN.H10MO.A.bed	-0.0125533524307	-1.53589421389	0.0696480308747	0.0741601126092
HO_GATA5_HUMAN.H10MO.D.bed	-0.0245587221934	-1.64013185271	0.06246195452	0.0752596106153
HO_HLF_HUMAN.H10MO.C.bed	-0.0512784592445	-1.50452370987	0.0740170413974	0.0756697345067
HO_CREB1_HUMAN.H10MO.A.bed	-0.0755110130283	-1.90946734782	0.0301542375172	0.0760978986163
HO_NANOG_HUMAN.H10MO.S.bed	-0.0200288036206	-1.56970191604	0.0678005643883	0.0787321771248
HO_NKX28_HUMAN.H10MO.C.bed	0.0322798917574	1.75004435175	0.0475312479722	0.0789314247414
HO_TBX15_HUMAN.H10MO.D.bed	-0.0175783332685	-1.91405385409	0.0339092457393	0.0790393691597
HO_PKNX2_HUMAN.H10MO.D.bed	0.0285154715399	1.54232283776	0.0673420295316	0.0790590493219
HO_PURA_HUMAN.H10MO.D.bed	-0.0165163374672	-1.57935112261	0.0693418043387	0.0793716010377
HO_SRF_HUMAN.H10MO.A.bed	0.0194783732363	1.76310339391	0.0443703416333	0.079667756266
HO_PITX1_HUMAN.H10MO.D.bed	-0.0307307217586	-1.68945839717	0.0552369642605	0.0801060952285
HO_GATA3_HUMAN.H10MO.C.bed	0.0208543043227	1.75826660296	0.0419131181192	0.0831774263604
HO_HXD4_HUMAN.H10MO.D.bed	-0.0155806851627	-1.56889060562	0.0719243570069	0.0850618318107
HO_RARG_HUMAN.H10MO.C.bed	0.0305271403229	1.58006246671	0.0643159233243	0.0851787331629
HO_FUBP1_HUMAN.H10MO.D.bed	-0.0125077911585	-1.51708546068	0.0719415640817	0.088342035587
HO_PLAG1_HUMAN.H10MO.D.bed	0.0242000909935	1.58820026284	0.0658450991617	0.0898015075801
HO_NFKB2_HUMAN.H10MO.D.bed	0.0361765565439	1.65538978706	0.0600555384885	0.0918749407425
HO_HIC2_HUMAN.H10MO.D.bed	0.0264712349611	1.50280682053	0.0711241796635	0.0921022205339
HO_RFX5_HUMAN.H10MO.A.bed	0.0239963889596	1.39314047925	0.0812942549601	0.0923929387047
HO_ESR1_HUMAN.H10MO.A.bed	0.0358257419775	1.56157836027	0.0618123037899	0.0930086542942
HO_CDC5L_HUMAN.H10MO.D.bed	0.0315614517496	1.4639598908	0.0790621581658	0.0933312032859
HO_DLX5_HUMAN.H10MO.D.bed	0.018209789389	1.60487378679	0.0596615911898	0.0944273579078
HO_MUSC_HUMAN.H10MO.D.bed	0.165201877169	1.41237608624	0.0869260984945	0.0949227072146
HO_TBX3_HUMAN.H10MO.D.bed	0.031855049339	1.55244011668	0.069231229187	0.0956405558381
HO_HEN1_HUMAN.H10MO.C.bed	0.0563783846022	1.92079575402	0.0368014205394	0.0995346437374
HO_NANOG_HUMAN.H10MO.A.bed	-0.026282200631	-1.59411525964	0.0668804578936	0.0996985430461
HO_AP2B_HUMAN.H10MO.B.bed	0.0424876109492	2.55260580684	0.00560820815631	0.0998572618944
HO_TFEB_HUMAN.H10MO.C.bed	-0.0401180535354	-1.38581090396	0.0946111381473	0.102442127622
HO_ZBTB6_HUMAN.H10MO.D.bed	0.0540947245961	1.76362994958	0.049252760234	0.103852037204
HO_HBP1_HUMAN.H10MO.D.bed	-0.0258611978703	-1.52535475641	0.0737741173265	0.104854122409
HO_RORG_HUMAN.H10MO.C.bed	0.040070921574	1.59746729907	0.0661368686079	0.105195366694
HO_RUNX2_HUMAN.H10MO.B.bed	0.020771396179	1.32675393611	0.0976542085754	0.106819705967
HO_GCR_HUMAN.H10MO.S.bed	-0.0113208544914	-1.44813521199	0.079415917917	0.106944544926
HO_HNF4G_HUMAN.H10MO.C.bed	0.0315273136542	1.38130081607	0.0962538012369	0.107115775335
HO_HMX1_HUMAN.H10MO.D.bed	0.0221547664245	1.48005676867	0.0807359091659	0.107591928847
HO_MBD2_HUMAN.H10MO.B.bed	0.0418550637714	1.78718011062	0.0423779822722	0.108224249548
HO_PRGR_HUMAN.H10MO.S.bed	-0.0113208544914	-1.41597649257	0.082367331823	0.108413674946
HO_PRDM4_HUMAN.H10MO.D.bed	0.0697678982322	1.33494050802	0.0933674931213	0.11062580978
HO_STAT3_HUMAN.H10MO.A.bed	0.0244339714644	1.68755925916	0.0514987416452	0.110774138908
HO_FLI1_HUMAN.H10MO.A.bed	-0.0269195312381	-1.43016586564	0.0816886927489	0.112125164994
HO_NFAC2_HUMAN.H10MO.B.bed	-0.0155095701104	-1.4572327386	0.0776976558624	0.113191357745
HO_USF2_HUMAN.H10MO.A.bed	-0.0672220357174	-2.03713642917	0.0262628648369	0.11374659703
HO_SOX11_HUMAN.H10MO.D.bed	0.0444238814781	1.39317671937	0.0876421291111	0.113952545153
HO_LBX2_HUMAN.H10MO.D.bed	0.025665658203	1.24648486933	0.105057974858	0.114139257431
HO_HEY1_HUMAN.H10MO.D.bed	0.0386216284762	1.65524679813	0.0508458694608	0.115166792666
HO_ZBT7A_HUMAN.H10MO.D.bed	-0.0242562070141	-1.38301090539	0.0919749332282	0.116513699999
HO_ZBT18_HUMAN.H10MO.D.bed	0.0456940050633	1.66777669517	0.0543917254144	0.116605672209
HO_CTCF_HUMAN.H10MO.A.bed	0.0250545740654	1.44395491377	0.0864610321834	0.11766777416
HO_PO4F2_HUMAN.H10MO.D.bed	0.0324833252734	1.59387513828	0.0636749576419	0.118306225648
HO_HNF4A_HUMAN.H10MO.A.bed	0.0298497058869	1.22398557927	0.110164691036	0.118681625133
HO_CRX_HUMAN.H10MO.C.bed	0.019038611138	1.57032428886	0.065958017819	0.11876148714
HO_IRF4_HUMAN.H10MO.C.bed	0.0256927520547	2.35612522588	0.01067550506	0.120052609534
HO_PRGR_HUMAN.H10MO.C.bed	0.0255692223805	1.39886897106	0.0900207479437	0.12021520715
HO_SMRC1_HUMAN.H10MO.D.bed	0.0184796163282	1.44681931044	0.0849886095143	0.120525882077
HO_NR2F6_HUMAN.H10MO.D.bed	0.021690005736	1.17167673553	0.117390399581	0.120976279954
HO_TAL1_HUMAN.H10MO.S.bed	0.0387030779762	1.25964721515	0.119548812826	0.121443405739
HO_PO2F2_HUMAN.H10MO.D.bed	-0.0238766537432	-1.4469060497	0.0935359670776	0.122360316116
HO_DUXA_HUMAN.H10MO.D.bed	0.0274394004155	1.33480145657	0.0907877404957	0.124083031253
HO_BCL6_HUMAN.H10MO.C.bed	0.0195891527879	1.24579245164	0.123770696229	0.124547906253
HO_MNT_HUMAN.H10MO.D.bed	0.0109520975886	1.28027537766	0.114927143396	0.125286222648
HO_ATF7_HUMAN.H10MO.D.bed	-0.100336089311	-1.51520260552	0.0715530376788	0.126700268376
HO_RORA_HUMAN.H10MO.B.bed	0.0330843700238	1.25670044173	0.113887105185	0.127180547776
HO_DLX6_HUMAN.H10MO.D.bed	0.0149842115922	1.52914754045	0.0748137069399	0.127541452523
HO_SUH_HUMAN.H10MO.C.bed	0.0175980817518	1.17968058654	0.123385432094	0.130296642459
HO_BHE41_HUMAN.H10MO.D.bed	-0.0287834096403	-1.26248691017	0.0988253690817	0.130612498106
HO_SMAD3_HUMAN.H10MO.C.bed	0.0288911893124	1.7605499506	0.043388083392	0.13118755403
HO_MYC_HUMAN.H10MO.A.bed	0.0399239268805	1.28446119235	0.105409375809	0.131198854163
HO_DDIT3_HUMAN.H10MO.C.bed	-0.0258455043397	-1.13418788608	0.132050396895	0.133719280268
HO_IRF7_HUMAN.H10MO.C.bed	0.0240842351764	1.23844135364	0.10518421351	0.134041910258
HO_MYBB_HUMAN.H10MO.D.bed	0.0330751470991	1.44609924099	0.0761091853768	0.134396660679
HO_FOXM1_HUMAN.H10MO.D.bed	-0.0193036089441	-2.33731309312	0.0128203433459	0.134718689913
HO_NFE2_HUMAN.H10MO.B.bed	-0.0291160871193	-1.19685647153	0.132186519477	0.135353928091
HO_ZBTB4_HUMAN.H10MO.D.bed	0.064747083332	1.8597883614	0.0391255738896	0.135564826288
HO_CXXC1_HUMAN.H10MO.D.bed	0.0180956590287	1.42339655947	0.0854826239931	0.136644294213
HO_NKX61_HUMAN.H10MO.D.bed	0.0178899616304	1.46402300222	0.0758069286765	0.136879552906
HO_HEY2_HUMAN.H10MO.D.bed	0.0279368583818	1.39433122075	0.0886203153697	0.138213192584
HO_TFDP1_HUMAN.H10MO.S.bed	-0.0523296019042	-1.14504101678	0.135146362474	0.138828234528
HO_KLF12_HUMAN.H10MO.D.bed	-0.0206962039784	-1.13371787513	0.135759660538	0.139235107848
HO_GBX1_HUMAN.H10MO.D.bed	0.0137778672085	1.21687512705	0.125403085497	0.141520031345
HO_BARH1_HUMAN.H10MO.D.bed	0.0313137098355	1.32584690746	0.0946862413828	0.142140235893
HO_NR2E1_HUMAN.H10MO.D.bed	0.0323943674486	1.15868175597	0.132259771173	0.142245827722
HO_MYB_HUMAN.H10MO.C.bed	0.0119534525797	1.25296086274	0.118778581385	0.142846286431
HO_BHE23_HUMAN.H10MO.D.bed	-0.0286147448637	-1.4832011252	0.0744921855402	0.142962547698
HO_NR2C1_HUMAN.H10MO.C.bed	0.0350488731674	1.63029286297	0.059540344537	0.144020229616
HO_NFYB_HUMAN.H10MO.A.bed	-0.020542253928	-1.11937575133	0.123352554487	0.144550251236
HO_PLAG1_HUMAN.H10MO.S.bed	0.026387347907	1.18031780231	0.128334224039	0.144573352564
HO_ZBT7B_HUMAN.H10MO.D.bed	-0.0471493047393	-1.54681528562	0.0721987671451	0.144623155438
HO_ZSCA4_HUMAN.H10MO.D.bed	0.0434718527027	1.22975829438	0.11452686352	0.145658173644
HO_NFAC1_HUMAN.H10MO.S.bed	0.0368783415872	1.55541271458	0.0688635844353	0.1466496931
